2022-01-11 22:25:38,120 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext(prepareWebApplicationContext:290) - Root WebApplicationContext: initialization completed in 1200 ms
2022-01-11 22:25:38,563 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping(<init>:57) - Adding welcome page template: index
2022-01-11 22:25:39,069 [main] INFO  org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver(<init>:58) - Exposing 1 endpoint(s) beneath base path '/actuator'
2022-01-11 22:25:39,116 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(start:220) - Tomcat started on port(s): 8080 (http) with context path ''
2022-01-11 22:25:39,132 [main] INFO  com.example.ssrc.SsrcApplication(logStarted:61) - Started SsrcApplication in 2.587 seconds (JVM running for 3.67)
2022-01-11 22:25:39,954 [RMI TCP Connection(3)-192.168.0.18] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:525) - Initializing Servlet 'dispatcherServlet'
2022-01-11 22:25:39,954 [RMI TCP Connection(3)-192.168.0.18] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:547) - Completed initialization in 0 ms
2022-01-11 22:43:27,359 [main] INFO  com.example.ssrc.SsrcApplication(logStarting:55) - Starting SsrcApplication using Java 11 on Dev with PID 27528 (C:\Dev\sources\ssrc\build\classes\java\main started by Dev in C:\Dev\sources\ssrc)
2022-01-11 22:43:27,375 [main] INFO  com.example.ssrc.SsrcApplication(logStartupProfileInfo:635) - No active profile set, falling back to default profiles: default
2022-01-11 22:43:28,138 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate(registerRepositoriesIn:132) - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2022-01-11 22:43:28,154 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate(registerRepositoriesIn:201) - Finished Spring Data repository scanning in 7 ms. Found 0 JDBC repository interfaces.
2022-01-11 22:43:28,519 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(initialize:108) - Tomcat initialized with port(s): 8080 (http)
2022-01-11 22:43:28,597 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext(prepareWebApplicationContext:290) - Root WebApplicationContext: initialization completed in 1200 ms
2022-01-11 22:43:29,025 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping(<init>:57) - Adding welcome page template: index
2022-01-11 22:43:29,449 [main] INFO  org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver(<init>:58) - Exposing 1 endpoint(s) beneath base path '/actuator'
2022-01-11 22:43:29,496 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer(start:220) - Tomcat started on port(s): 8080 (http) with context path ''
2022-01-11 22:43:29,512 [main] INFO  com.example.ssrc.SsrcApplication(logStarted:61) - Started SsrcApplication in 2.464 seconds (JVM running for 3.615)
2022-01-11 22:43:30,148 [RMI TCP Connection(1)-192.168.0.18] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:525) - Initializing Servlet 'dispatcherServlet'
2022-01-11 22:43:30,148 [RMI TCP Connection(1)-192.168.0.18] INFO  org.springframework.web.servlet.DispatcherServlet(initServletBean:547) - Completed initialization in 0 ms
2022-01-11 22:47:43,319 [http-nio-8080-exec-1] INFO  com.example.ssrc.service.Impl.CommonServiceImpl(getTime:25) - 시간이 찍히는지 봅시다 --> 2022-01-11T13:47:43
2022-01-11 22:47:43,320 [http-nio-8080-exec-1] INFO  com.example.ssrc.controller.CommonController(getTime:22) - time --> 2022-01-11T13:47:43
